800
330 0.000526967 0.00160586 -0.0150415 0.0173413
340 0.000331202 0.0008228 -0.0119139 0.0137572
350 0.000205297 0.000319179 -0.00937443 0.0108359
360 0.000125502 0 -0.00732688 0.00847461
370 7.56658e-05 0 -0.00568778 0.00658141
380 4.49911e-05 0 -0.00438526 0.0050755
390 2.63836e-05 0 -0.00335785 0.00388696
400 1.52588e-05 0 -0.00255348 0.0029561
410 8.70334e-06 0 -0.00192842 0.00223261
420 4.89588e-06 0 -0.00144633 0.00167452
430 2.71616e-06 0 -0.00107727 0.00124726
440 1.48614e-06 0 -0.000796845 0.000922593
450 8.01941e-07 0 -0.000585348 0.000677724
460 4.26781e-07 0 -0.000427016 0.000494407
470 2.24e-07 0 -0.000309361 0.000358184
480 1.1595e-07 0 -0.000222575 0.000257701
490 5.91929e-08 0 -0.000159029 0.000184127
500 2.98023e-08 0 -0.000112841 0.000130649
510 1.47982e-08 0 -7.95144e-05 9.20635e-05
520 7.24684e-09 0 -5.56436e-05 6.44254e-05
530 3.49999e-09 0 -3.86701e-05 4.4773e-05
540 1.66711e-09 0 -2.66885e-05 3.09005e-05
550 7.83146e-10 0 -1.8292e-05 2.11789e-05
560 3.62827e-10 0 -1.24506e-05 1.44156e-05
570 1.65781e-10 0 -8.41606e-06 9.74429e-06
580 7.47052e-11 0 -5.64958e-06 6.54121e-06
590 3.32006e-11 0 -3.76629e-06 4.36069e-06
600 1.45519e-11 0 -2.49345e-06 2.88697e-06
610 6.29034e-12 0 -1.63937e-06 1.8981e-06
620 2.68168e-12 0 -1.0704e-06 1.23933e-06
630 1.12751e-12 0 -6.94066e-07 8.03604e-07
